LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
169366,MIDAGE SINGLES/COUPLES,Budget
169367,YOUNG SINGLES/COUPLES,Mainstream
169368,MIDAGE SINGLES/COUPLES,Mainstream
169369,OLDER SINGLES/COUPLES,Mainstream
169371,YOUNG SINGLES/COUPLES,Budget
169372,RETIREES,Budget
169373,OLDER SINGLES/COUPLES,Budget
169375,YOUNG SINGLES/COUPLES,Mainstream
169376,OLDER SINGLES/COUPLES,Premium
169377,OLDER SINGLES/COUPLES,Mainstream
169379,YOUNG FAMILIES,Mainstream
169380,OLDER SINGLES/COUPLES,Mainstream
169381,RETIREES,Budget
169382,YOUNG SINGLES/COUPLES,Premium
169383,YOUNG SINGLES/COUPLES,Mainstream
169386,RETIREES,Mainstream
169387,OLDER SINGLES/COUPLES,Mainstream
169388,YOUNG SINGLES/COUPLES,Mainstream
169390,YOUNG SINGLES/COUPLES,Mainstream
169391,YOUNG SINGLES/COUPLES,Mainstream
169392,OLDER SINGLES/COUPLES,Premium
169393,RETIREES,Premium
169395,YOUNG FAMILIES,Premium
169396,YOUNG SINGLES/COUPLES,Premium
169397,OLDER SINGLES/COUPLES,Budget
169398,OLDER SINGLES/COUPLES,Budget
169399,MIDAGE SINGLES/COUPLES,Premium
169400,RETIREES,Budget
169401,YOUNG SINGLES/COUPLES,Premium
169402,OLDER SINGLES/COUPLES,Mainstream
169403,YOUNG FAMILIES,Mainstream
169404,YOUNG FAMILIES,Budget
169405,YOUNG FAMILIES,Mainstream
169407,YOUNG SINGLES/COUPLES,Mainstream
169408,YOUNG SINGLES/COUPLES,Budget
169410,YOUNG SINGLES/COUPLES,Mainstream
169411,YOUNG FAMILIES,Budget
169413,YOUNG SINGLES/COUPLES,Premium
169414,OLDER FAMILIES,Premium
169415,OLDER FAMILIES,Mainstream
169418,RETIREES,Budget
169420,YOUNG SINGLES/COUPLES,Mainstream
169422,YOUNG FAMILIES,Budget
169423,YOUNG SINGLES/COUPLES,Premium
169424,RETIREES,Mainstream
169427,OLDER FAMILIES,Budget
169429,OLDER SINGLES/COUPLES,Budget
169432,OLDER SINGLES/COUPLES,Premium
169433,YOUNG SINGLES/COUPLES,Premium
169434,OLDER SINGLES/COUPLES,Budget
169437,YOUNG SINGLES/COUPLES,Mainstream
169438,YOUNG FAMILIES,Mainstream
169439,YOUNG SINGLES/COUPLES,Mainstream
169441,RETIREES,Mainstream
169443,YOUNG SINGLES/COUPLES,Mainstream
169445,RETIREES,Mainstream
169446,OLDER SINGLES/COUPLES,Premium
169447,RETIREES,Mainstream
169450,MIDAGE SINGLES/COUPLES,Premium
169451,RETIREES,Premium
169452,OLDER FAMILIES,Premium
169455,MIDAGE SINGLES/COUPLES,Mainstream
169458,OLDER SINGLES/COUPLES,Budget
169460,OLDER SINGLES/COUPLES,Mainstream
169461,MIDAGE SINGLES/COUPLES,Premium
169463,YOUNG SINGLES/COUPLES,Mainstream
169464,YOUNG SINGLES/COUPLES,Mainstream
169465,YOUNG SINGLES/COUPLES,Budget
169466,OLDER SINGLES/COUPLES,Budget
169467,YOUNG FAMILIES,Budget
169468,OLDER SINGLES/COUPLES,Budget
169469,YOUNG SINGLES/COUPLES,Mainstream
169470,OLDER SINGLES/COUPLES,Premium
169471,YOUNG SINGLES/COUPLES,Mainstream
169474,OLDER FAMILIES,Mainstream
169475,MIDAGE SINGLES/COUPLES,Premium
169480,MIDAGE SINGLES/COUPLES,Premium
169481,YOUNG FAMILIES,Budget
169482,OLDER SINGLES/COUPLES,Budget
169483,YOUNG SINGLES/COUPLES,Budget
169485,OLDER SINGLES/COUPLES,Mainstream
169488,RETIREES,Budget
169489,RETIREES,Budget
169490,MIDAGE SINGLES/COUPLES,Premium
169491,OLDER SINGLES/COUPLES,Mainstream
169492,OLDER SINGLES/COUPLES,Premium
169493,YOUNG FAMILIES,Budget
169496,NEW FAMILIES,Budget
169498,YOUNG SINGLES/COUPLES,Premium
169499,RETIREES,Mainstream
169501,RETIREES,Mainstream
169502,YOUNG SINGLES/COUPLES,Budget
169506,MIDAGE SINGLES/COUPLES,Premium
169507,YOUNG SINGLES/COUPLES,Mainstream
169508,YOUNG SINGLES/COUPLES,Premium
169509,RETIREES,Mainstream
170000,RETIREES,Mainstream
170001,YOUNG SINGLES/COUPLES,Budget
170002,RETIREES,Mainstream
170003,OLDER SINGLES/COUPLES,Budget
170004,OLDER SINGLES/COUPLES,Budget
170005,MIDAGE SINGLES/COUPLES,Premium
170007,RETIREES,Premium
170009,YOUNG FAMILIES,Budget
170012,RETIREES,Premium
170013,OLDER FAMILIES,Budget
170014,OLDER FAMILIES,Budget
170015,YOUNG FAMILIES,Premium
170016,RETIREES,Premium
170017,MIDAGE SINGLES/COUPLES,Premium
170018,OLDER FAMILIES,Budget
170019,OLDER SINGLES/COUPLES,Premium
170020,YOUNG FAMILIES,Budget
170021,RETIREES,Mainstream
170022,YOUNG SINGLES/COUPLES,Mainstream
170023,RETIREES,Mainstream
170024,OLDER SINGLES/COUPLES,Mainstream
170026,OLDER SINGLES/COUPLES,Budget
170027,YOUNG SINGLES/COUPLES,Mainstream
170028,YOUNG FAMILIES,Mainstream
170030,OLDER SINGLES/COUPLES,Premium
170032,NEW FAMILIES,Premium
170033,YOUNG SINGLES/COUPLES,Premium
170034,OLDER FAMILIES,Mainstream
170035,YOUNG SINGLES/COUPLES,Budget
170037,YOUNG SINGLES/COUPLES,Mainstream
170038,RETIREES,Mainstream
170040,YOUNG SINGLES/COUPLES,Mainstream
170041,YOUNG FAMILIES,Premium
170042,MIDAGE SINGLES/COUPLES,Premium
170044,YOUNG SINGLES/COUPLES,Mainstream
170046,OLDER FAMILIES,Mainstream
170047,OLDER SINGLES/COUPLES,Premium
170048,OLDER SINGLES/COUPLES,Mainstream
170049,YOUNG SINGLES/COUPLES,Mainstream
170050,YOUNG SINGLES/COUPLES,Premium
170051,RETIREES,Budget
170052,OLDER FAMILIES,Premium
170055,MIDAGE SINGLES/COUPLES,Mainstream
170056,RETIREES,Budget
170057,OLDER FAMILIES,Budget
170058,RETIREES,Mainstream
170059,OLDER SINGLES/COUPLES,Mainstream
170060,MIDAGE SINGLES/COUPLES,Premium
170061,OLDER FAMILIES,Premium
170065,RETIREES,Budget
170066,OLDER FAMILIES,Budget
170067,MIDAGE SINGLES/COUPLES,Mainstream
170068,MIDAGE SINGLES/COUPLES,Budget
170069,OLDER FAMILIES,Budget
170071,YOUNG FAMILIES,Budget
170072,RETIREES,Budget
170073,RETIREES,Premium
170074,YOUNG SINGLES/COUPLES,Premium
170075,YOUNG SINGLES/COUPLES,Mainstream
170076,YOUNG FAMILIES,Premium
170077,YOUNG SINGLES/COUPLES,Mainstream
170078,YOUNG SINGLES/COUPLES,Mainstream
170079,OLDER SINGLES/COUPLES,Budget
170081,OLDER FAMILIES,Budget
170082,RETIREES,Mainstream
170083,OLDER SINGLES/COUPLES,Mainstream
170086,YOUNG SINGLES/COUPLES,Mainstream
170089,OLDER SINGLES/COUPLES,Premium
170090,OLDER SINGLES/COUPLES,Premium
170091,NEW FAMILIES,Budget
170092,MIDAGE SINGLES/COUPLES,Mainstream
170093,YOUNG SINGLES/COUPLES,Mainstream
170094,OLDER FAMILIES,Premium
170095,YOUNG FAMILIES,Premium
170096,MIDAGE SINGLES/COUPLES,Budget
170097,OLDER SINGLES/COUPLES,Premium
170098,OLDER FAMILIES,Budget
170099,YOUNG SINGLES/COUPLES,Mainstream
170102,OLDER SINGLES/COUPLES,Mainstream
170106,NEW FAMILIES,Budget
170107,YOUNG SINGLES/COUPLES,Mainstream
170108,NEW FAMILIES,Mainstream
170109,YOUNG SINGLES/COUPLES,Budget
170110,RETIREES,Premium
170115,YOUNG FAMILIES,Budget
170116,MIDAGE SINGLES/COUPLES,Premium
170117,YOUNG FAMILIES,Budget
170118,NEW FAMILIES,Budget
170119,YOUNG SINGLES/COUPLES,Premium
170121,RETIREES,Budget
170122,NEW FAMILIES,Premium
170123,YOUNG SINGLES/COUPLES,Mainstream
170124,RETIREES,Mainstream
170126,YOUNG SINGLES/COUPLES,Budget
170128,OLDER FAMILIES,Premium
170130,YOUNG SINGLES/COUPLES,Mainstream
170131,RETIREES,Mainstream
170132,YOUNG SINGLES/COUPLES,Mainstream
170135,NEW FAMILIES,Budget
170139,NEW FAMILIES,Budget
170141,MIDAGE SINGLES/COUPLES,Mainstream
170143,YOUNG SINGLES/COUPLES,Mainstream
170144,RETIREES,Mainstream
170145,YOUNG SINGLES/COUPLES,Budget
170146,RETIREES,Mainstream
170147,RETIREES,Budget
170148,MIDAGE SINGLES/COUPLES,Mainstream
170150,OLDER FAMILIES,Budget
170152,OLDER FAMILIES,Premium
170153,OLDER SINGLES/COUPLES,Mainstream
170154,YOUNG SINGLES/COUPLES,Mainstream
170155,YOUNG SINGLES/COUPLES,Mainstream
170156,RETIREES,Premium
170157,OLDER SINGLES/COUPLES,Mainstream
170158,YOUNG SINGLES/COUPLES,Mainstream
170159,YOUNG SINGLES/COUPLES,Mainstream
170160,YOUNG SINGLES/COUPLES,Mainstream
170161,OLDER SINGLES/COUPLES,Budget
170162,YOUNG SINGLES/COUPLES,Mainstream
170163,OLDER FAMILIES,Budget
170164,MIDAGE SINGLES/COUPLES,Premium
170165,OLDER FAMILIES,Premium
170167,MIDAGE SINGLES/COUPLES,Mainstream
170168,RETIREES,Mainstream
170169,NEW FAMILIES,Premium
170170,OLDER SINGLES/COUPLES,Premium
170171,OLDER FAMILIES,Premium
170172,YOUNG FAMILIES,Premium
170173,RETIREES,Premium
170174,OLDER SINGLES/COUPLES,Premium
170175,YOUNG SINGLES/COUPLES,Budget
170176,YOUNG SINGLES/COUPLES,Budget
170180,YOUNG SINGLES/COUPLES,Mainstream
170181,OLDER FAMILIES,Premium
170182,OLDER FAMILIES,Budget
170185,OLDER FAMILIES,Mainstream
170186,OLDER SINGLES/COUPLES,Mainstream
170187,YOUNG SINGLES/COUPLES,Mainstream
170189,OLDER SINGLES/COUPLES,Premium
170191,YOUNG FAMILIES,Mainstream
170192,MIDAGE SINGLES/COUPLES,Budget
170193,YOUNG FAMILIES,Premium
170194,YOUNG SINGLES/COUPLES,Mainstream
170195,RETIREES,Premium
170196,YOUNG FAMILIES,Premium
170198,YOUNG SINGLES/COUPLES,Mainstream
170199,RETIREES,Premium
170200,YOUNG SINGLES/COUPLES,Mainstream
170202,YOUNG SINGLES/COUPLES,Premium
170204,OLDER FAMILIES,Budget
170205,MIDAGE SINGLES/COUPLES,Mainstream
170206,MIDAGE SINGLES/COUPLES,Premium
170207,RETIREES,Mainstream
170208,OLDER SINGLES/COUPLES,Premium
170210,OLDER SINGLES/COUPLES,Mainstream
170211,RETIREES,Premium
170212,NEW FAMILIES,Mainstream
170214,RETIREES,Premium
170217,YOUNG FAMILIES,Budget
170218,MIDAGE SINGLES/COUPLES,Premium
170219,OLDER SINGLES/COUPLES,Budget
170220,RETIREES,Budget
170221,OLDER FAMILIES,Premium
170224,RETIREES,Mainstream
170225,RETIREES,Budget
170226,OLDER SINGLES/COUPLES,Budget
170227,OLDER SINGLES/COUPLES,Premium
170230,YOUNG SINGLES/COUPLES,Mainstream
170231,MIDAGE SINGLES/COUPLES,Mainstream
170232,RETIREES,Mainstream
170233,RETIREES,Mainstream
170234,OLDER SINGLES/COUPLES,Premium
170235,RETIREES,Premium
170236,RETIREES,Mainstream
170238,OLDER SINGLES/COUPLES,Premium
170239,YOUNG FAMILIES,Mainstream
170240,RETIREES,Budget
170241,YOUNG SINGLES/COUPLES,Budget
170243,RETIREES,Budget
170244,YOUNG SINGLES/COUPLES,Mainstream
170246,YOUNG SINGLES/COUPLES,Mainstream
170247,OLDER SINGLES/COUPLES,Budget
170251,OLDER FAMILIES,Budget
170253,YOUNG SINGLES/COUPLES,Premium
170255,RETIREES,Mainstream
170257,RETIREES,Budget
170259,YOUNG FAMILIES,Budget
170260,RETIREES,Mainstream
170262,YOUNG SINGLES/COUPLES,Premium
170263,YOUNG FAMILIES,Budget
170264,YOUNG FAMILIES,Premium
170266,MIDAGE SINGLES/COUPLES,Mainstream
170267,MIDAGE SINGLES/COUPLES,Budget
170269,NEW FAMILIES,Mainstream
170270,YOUNG SINGLES/COUPLES,Mainstream
170271,OLDER SINGLES/COUPLES,Budget
170272,YOUNG SINGLES/COUPLES,Mainstream
170273,YOUNG FAMILIES,Mainstream
170274,MIDAGE SINGLES/COUPLES,Mainstream
170275,YOUNG FAMILIES,Budget
170278,OLDER FAMILIES,Mainstream
170279,OLDER SINGLES/COUPLES,Budget
170280,YOUNG SINGLES/COUPLES,Mainstream
170281,MIDAGE SINGLES/COUPLES,Budget
170282,OLDER FAMILIES,Budget
170283,RETIREES,Mainstream
170284,OLDER FAMILIES,Budget
170285,RETIREES,Mainstream
170286,OLDER FAMILIES,Mainstream
170287,OLDER FAMILIES,Budget
170288,NEW FAMILIES,Premium
170289,YOUNG SINGLES/COUPLES,Mainstream
170290,MIDAGE SINGLES/COUPLES,Mainstream
170291,YOUNG SINGLES/COUPLES,Mainstream
170292,RETIREES,Mainstream
170293,RETIREES,Mainstream
170294,YOUNG SINGLES/COUPLES,Mainstream
170295,RETIREES,Mainstream
170296,RETIREES,Budget
170297,OLDER SINGLES/COUPLES,Budget
170298,RETIREES,Premium
170299,NEW FAMILIES,Mainstream
170300,RETIREES,Mainstream
170301,RETIREES,Budget
170303,MIDAGE SINGLES/COUPLES,Mainstream
170305,RETIREES,Premium
170306,OLDER FAMILIES,Budget
170307,OLDER FAMILIES,Budget
170308,OLDER FAMILIES,Premium
170309,MIDAGE SINGLES/COUPLES,Premium
170310,RETIREES,Premium
170311,YOUNG SINGLES/COUPLES,Mainstream
170313,YOUNG SINGLES/COUPLES,Premium
170314,RETIREES,Mainstream
170316,MIDAGE SINGLES/COUPLES,Mainstream
170317,OLDER SINGLES/COUPLES,Mainstream
170318,MIDAGE SINGLES/COUPLES,Mainstream
170319,OLDER SINGLES/COUPLES,Budget
170322,MIDAGE SINGLES/COUPLES,Premium
170323,RETIREES,Premium
170325,RETIREES,Premium
170326,OLDER FAMILIES,Budget
170327,OLDER SINGLES/COUPLES,Premium
170328,YOUNG FAMILIES,Budget
170329,OLDER SINGLES/COUPLES,Budget
170332,YOUNG SINGLES/COUPLES,Mainstream
170334,NEW FAMILIES,Premium
170335,YOUNG FAMILIES,Budget
170337,RETIREES,Mainstream
170338,YOUNG SINGLES/COUPLES,Mainstream
170339,RETIREES,Mainstream
170341,OLDER SINGLES/COUPLES,Budget
170343,MIDAGE SINGLES/COUPLES,Mainstream
170344,YOUNG SINGLES/COUPLES,Mainstream
170345,YOUNG SINGLES/COUPLES,Mainstream
170346,MIDAGE SINGLES/COUPLES,Premium
170347,NEW FAMILIES,Budget
170350,YOUNG SINGLES/COUPLES,Mainstream
170351,YOUNG FAMILIES,Budget
170352,RETIREES,Mainstream
170353,YOUNG SINGLES/COUPLES,Mainstream
170354,YOUNG FAMILIES,Premium
170355,MIDAGE SINGLES/COUPLES,Budget
170356,RETIREES,Mainstream
170357,RETIREES,Premium
170358,YOUNG SINGLES/COUPLES,Premium
170361,RETIREES,Mainstream
170365,YOUNG SINGLES/COUPLES,Mainstream
170366,MIDAGE SINGLES/COUPLES,Mainstream
170367,RETIREES,Premium
170368,MIDAGE SINGLES/COUPLES,Mainstream
170369,MIDAGE SINGLES/COUPLES,Premium
170372,OLDER FAMILIES,Budget
170373,RETIREES,Mainstream
170376,MIDAGE SINGLES/COUPLES,Mainstream
170377,OLDER FAMILIES,Mainstream
170378,YOUNG SINGLES/COUPLES,Budget
170379,MIDAGE SINGLES/COUPLES,Premium
170380,YOUNG FAMILIES,Premium
171000,YOUNG SINGLES/COUPLES,Mainstream
171002,MIDAGE SINGLES/COUPLES,Mainstream
171004,YOUNG FAMILIES,Budget
171005,RETIREES,Budget
171007,OLDER FAMILIES,Mainstream
171008,YOUNG SINGLES/COUPLES,Mainstream
171010,OLDER FAMILIES,Budget
171011,YOUNG SINGLES/COUPLES,Premium
171012,YOUNG SINGLES/COUPLES,Premium
171013,OLDER FAMILIES,Mainstream
171014,RETIREES,Mainstream
171016,OLDER SINGLES/COUPLES,Mainstream
171017,OLDER SINGLES/COUPLES,Budget
171019,YOUNG FAMILIES,Mainstream
171020,YOUNG SINGLES/COUPLES,Premium
171021,OLDER SINGLES/COUPLES,Mainstream
171022,YOUNG SINGLES/COUPLES,Mainstream
171023,YOUNG SINGLES/COUPLES,Budget
171024,YOUNG SINGLES/COUPLES,Budget
171026,MIDAGE SINGLES/COUPLES,Premium
171027,OLDER SINGLES/COUPLES,Premium
171028,YOUNG FAMILIES,Budget
171029,MIDAGE SINGLES/COUPLES,Mainstream
171030,RETIREES,Mainstream
171032,NEW FAMILIES,Premium
171034,YOUNG SINGLES/COUPLES,Mainstream
171035,OLDER FAMILIES,Budget
171036,RETIREES,Premium
171037,YOUNG SINGLES/COUPLES,Mainstream
171038,YOUNG SINGLES/COUPLES,Mainstream
171039,YOUNG SINGLES/COUPLES,Premium
171040,RETIREES,Mainstream
171041,RETIREES,Mainstream
171042,OLDER SINGLES/COUPLES,Premium
171043,OLDER SINGLES/COUPLES,Premium
171045,RETIREES,Mainstream
171046,RETIREES,Premium
171048,OLDER FAMILIES,Mainstream
171049,YOUNG SINGLES/COUPLES,Mainstream
171050,OLDER FAMILIES,Mainstream
171051,RETIREES,Budget
171053,YOUNG SINGLES/COUPLES,Mainstream
171054,OLDER SINGLES/COUPLES,Budget
171055,RETIREES,Mainstream
171056,OLDER FAMILIES,Premium
171057,OLDER SINGLES/COUPLES,Budget
171059,RETIREES,Mainstream
171060,RETIREES,Budget
171061,OLDER FAMILIES,Mainstream
171062,OLDER SINGLES/COUPLES,Mainstream
171063,YOUNG SINGLES/COUPLES,Mainstream
171064,OLDER SINGLES/COUPLES,Premium
171065,MIDAGE SINGLES/COUPLES,Mainstream
171067,YOUNG SINGLES/COUPLES,Mainstream
171068,YOUNG SINGLES/COUPLES,Budget
171069,YOUNG SINGLES/COUPLES,Budget
171072,YOUNG SINGLES/COUPLES,Mainstream
171073,YOUNG SINGLES/COUPLES,Budget
171074,YOUNG SINGLES/COUPLES,Mainstream
171075,MIDAGE SINGLES/COUPLES,Premium
171076,YOUNG SINGLES/COUPLES,Mainstream
171078,YOUNG SINGLES/COUPLES,Budget
171079,OLDER FAMILIES,Premium
171080,RETIREES,Budget
171083,RETIREES,Budget
171084,OLDER SINGLES/COUPLES,Budget
171085,OLDER SINGLES/COUPLES,Budget
171086,OLDER SINGLES/COUPLES,Premium
171088,YOUNG SINGLES/COUPLES,Mainstream
171089,OLDER SINGLES/COUPLES,Budget
171090,OLDER SINGLES/COUPLES,Mainstream
171092,YOUNG SINGLES/COUPLES,Mainstream
171093,YOUNG SINGLES/COUPLES,Mainstream
171094,OLDER SINGLES/COUPLES,Budget
171096,YOUNG SINGLES/COUPLES,Mainstream
171097,OLDER FAMILIES,Budget
171098,MIDAGE SINGLES/COUPLES,Premium
171099,YOUNG SINGLES/COUPLES,Mainstream
171101,OLDER FAMILIES,Mainstream
171103,OLDER SINGLES/COUPLES,Premium
171105,OLDER SINGLES/COUPLES,Budget
171106,YOUNG FAMILIES,Mainstream
171107,RETIREES,Budget
171109,MIDAGE SINGLES/COUPLES,Mainstream
171110,YOUNG SINGLES/COUPLES,Budget
171112,OLDER FAMILIES,Budget
171114,YOUNG SINGLES/COUPLES,Mainstream
171115,YOUNG SINGLES/COUPLES,Mainstream
171116,YOUNG SINGLES/COUPLES,Mainstream
171117,OLDER FAMILIES,Mainstream
171118,RETIREES,Mainstream
171121,YOUNG SINGLES/COUPLES,Mainstream
171124,MIDAGE SINGLES/COUPLES,Budget
171125,YOUNG SINGLES/COUPLES,Mainstream
171127,OLDER SINGLES/COUPLES,Mainstream
171128,YOUNG SINGLES/COUPLES,Mainstream
171129,YOUNG FAMILIES,Budget
171130,MIDAGE SINGLES/COUPLES,Premium
171131,YOUNG SINGLES/COUPLES,Mainstream
171132,MIDAGE SINGLES/COUPLES,Mainstream
171133,RETIREES,Premium
171134,YOUNG SINGLES/COUPLES,Mainstream
171135,MIDAGE SINGLES/COUPLES,Mainstream
171137,YOUNG FAMILIES,Budget
171138,OLDER SINGLES/COUPLES,Premium
171139,RETIREES,Premium
171140,RETIREES,Mainstream
171141,NEW FAMILIES,Budget
171142,MIDAGE SINGLES/COUPLES,Mainstream
171143,YOUNG SINGLES/COUPLES,Mainstream
171144,MIDAGE SINGLES/COUPLES,Mainstream
171145,MIDAGE SINGLES/COUPLES,Budget
171146,YOUNG SINGLES/COUPLES,Mainstream
171147,OLDER SINGLES/COUPLES,Mainstream
171148,OLDER SINGLES/COUPLES,Budget
171149,YOUNG SINGLES/COUPLES,Mainstream
171150,OLDER SINGLES/COUPLES,Mainstream
171152,RETIREES,Premium
171153,OLDER SINGLES/COUPLES,Premium
171154,OLDER FAMILIES,Premium
171155,OLDER SINGLES/COUPLES,Mainstream
171156,YOUNG SINGLES/COUPLES,Mainstream
171158,RETIREES,Mainstream
171161,RETIREES,Mainstream
171162,OLDER FAMILIES,Budget
171163,YOUNG SINGLES/COUPLES,Premium
171164,RETIREES,Mainstream
171165,RETIREES,Mainstream
171166,OLDER SINGLES/COUPLES,Mainstream
171167,YOUNG SINGLES/COUPLES,Mainstream
171168,YOUNG SINGLES/COUPLES,Mainstream
171169,YOUNG FAMILIES,Budget
171170,OLDER SINGLES/COUPLES,Premium
171171,RETIREES,Premium
171172,OLDER SINGLES/COUPLES,Mainstream
171173,NEW FAMILIES,Mainstream
171174,YOUNG SINGLES/COUPLES,Premium
171175,MIDAGE SINGLES/COUPLES,Premium
171177,OLDER FAMILIES,Premium
171178,MIDAGE SINGLES/COUPLES,Premium
171179,RETIREES,Mainstream
171180,MIDAGE SINGLES/COUPLES,Premium
171182,RETIREES,Budget
171183,OLDER FAMILIES,Premium
171184,OLDER SINGLES/COUPLES,Premium
171185,YOUNG SINGLES/COUPLES,Budget
171186,RETIREES,Budget
171187,YOUNG SINGLES/COUPLES,Mainstream
171188,MIDAGE SINGLES/COUPLES,Mainstream
171189,YOUNG SINGLES/COUPLES,Budget
171190,YOUNG SINGLES/COUPLES,Mainstream
171191,YOUNG SINGLES/COUPLES,Mainstream
171192,MIDAGE SINGLES/COUPLES,Mainstream
171193,OLDER SINGLES/COUPLES,Premium
171194,RETIREES,Mainstream
171195,YOUNG FAMILIES,Mainstream
171196,YOUNG SINGLES/COUPLES,Mainstream
171199,OLDER FAMILIES,Mainstream
171200,RETIREES,Budget
171202,YOUNG SINGLES/COUPLES,Mainstream
171203,OLDER SINGLES/COUPLES,Budget
171205,RETIREES,Mainstream
171206,RETIREES,Mainstream
171207,MIDAGE SINGLES/COUPLES,Budget
171209,RETIREES,Mainstream
171210,MIDAGE SINGLES/COUPLES,Premium
171211,YOUNG FAMILIES,Premium
171212,MIDAGE SINGLES/COUPLES,Mainstream
171213,MIDAGE SINGLES/COUPLES,Premium
171214,OLDER FAMILIES,Mainstream
171215,RETIREES,Mainstream
171216,OLDER FAMILIES,Budget
171218,NEW FAMILIES,Mainstream
171219,RETIREES,Premium
171220,YOUNG SINGLES/COUPLES,Budget
171221,RETIREES,Budget
171222,YOUNG SINGLES/COUPLES,Mainstream
171223,OLDER FAMILIES,Mainstream
171225,YOUNG SINGLES/COUPLES,Mainstream
171229,RETIREES,Premium
171230,YOUNG SINGLES/COUPLES,Premium
171231,OLDER SINGLES/COUPLES,Budget
171232,RETIREES,Mainstream
171233,YOUNG SINGLES/COUPLES,Mainstream
171234,RETIREES,Budget
171235,RETIREES,Mainstream
171236,OLDER FAMILIES,Budget
171237,OLDER FAMILIES,Budget
171238,OLDER SINGLES/COUPLES,Premium
171239,OLDER FAMILIES,Budget
171240,YOUNG SINGLES/COUPLES,Mainstream
171241,RETIREES,Budget
171242,OLDER SINGLES/COUPLES,Mainstream
171243,YOUNG SINGLES/COUPLES,Mainstream
171244,RETIREES,Premium
171245,OLDER FAMILIES,Budget
171246,RETIREES,Premium
171247,OLDER FAMILIES,Budget
171248,YOUNG SINGLES/COUPLES,Premium
171249,MIDAGE SINGLES/COUPLES,Budget
171250,OLDER SINGLES/COUPLES,Mainstream
171252,RETIREES,Premium
171253,OLDER SINGLES/COUPLES,Premium
171254,OLDER SINGLES/COUPLES,Premium
171255,YOUNG SINGLES/COUPLES,Mainstream
171257,OLDER SINGLES/COUPLES,Budget
171258,YOUNG FAMILIES,Mainstream
171260,YOUNG SINGLES/COUPLES,Budget
171261,OLDER SINGLES/COUPLES,Mainstream
171262,YOUNG SINGLES/COUPLES,Mainstream
171263,MIDAGE SINGLES/COUPLES,Premium
171264,YOUNG FAMILIES,Premium
171266,RETIREES,Mainstream
171267,OLDER FAMILIES,Mainstream
171268,YOUNG SINGLES/COUPLES,Mainstream
171272,YOUNG SINGLES/COUPLES,Mainstream
171273,YOUNG SINGLES/COUPLES,Mainstream
171274,YOUNG SINGLES/COUPLES,Mainstream
171275,YOUNG SINGLES/COUPLES,Mainstream
171276,NEW FAMILIES,Budget
171278,YOUNG SINGLES/COUPLES,Mainstream
171279,MIDAGE SINGLES/COUPLES,Premium
171280,RETIREES,Mainstream
171281,RETIREES,Premium
171282,OLDER FAMILIES,Mainstream
171283,YOUNG SINGLES/COUPLES,Mainstream
171284,NEW FAMILIES,Mainstream
171286,YOUNG SINGLES/COUPLES,Mainstream
171287,OLDER FAMILIES,Mainstream
171288,RETIREES,Premium
171290,YOUNG SINGLES/COUPLES,Mainstream
171291,OLDER FAMILIES,Premium
171292,OLDER SINGLES/COUPLES,Budget
171293,YOUNG FAMILIES,Premium
171296,MIDAGE SINGLES/COUPLES,Mainstream
171297,YOUNG SINGLES/COUPLES,Mainstream
171300,YOUNG SINGLES/COUPLES,Mainstream
171302,YOUNG SINGLES/COUPLES,Budget
171303,MIDAGE SINGLES/COUPLES,Mainstream
171304,OLDER SINGLES/COUPLES,Budget
171305,OLDER FAMILIES,Budget
171306,OLDER FAMILIES,Mainstream
171307,OLDER SINGLES/COUPLES,Premium
171309,RETIREES,Budget
171310,MIDAGE SINGLES/COUPLES,Mainstream
171311,YOUNG FAMILIES,Premium
171312,OLDER FAMILIES,Budget
171316,NEW FAMILIES,Premium
171318,YOUNG SINGLES/COUPLES,Budget
171319,OLDER SINGLES/COUPLES,Budget
171320,YOUNG FAMILIES,Budget
171321,YOUNG FAMILIES,Premium
171322,YOUNG FAMILIES,Budget
171324,RETIREES,Budget
171325,OLDER SINGLES/COUPLES,Mainstream
171326,YOUNG SINGLES/COUPLES,Premium
171327,OLDER SINGLES/COUPLES,Budget
171328,RETIREES,Mainstream
171329,OLDER SINGLES/COUPLES,Mainstream
171330,YOUNG FAMILIES,Premium
171331,YOUNG SINGLES/COUPLES,Mainstream
